herramienta,severidad,hallazgo,norma_iso,objetivo_cobit
Trivy,HIGH,CVE-2026-74615: kernel: vxlan: do not arm the ageing timer on a device that is down,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74616: kernel: xdp: reject clones that overrun skb_shared_info tailroom,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74630: kernel: ipv6: prevent in6_dev_get() from resurrecting inet6_dev,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74631: kernel: net: smc: fix splice entry lifetime imbalance in smc_rx_splice,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74662: kernel: inet: frags: publish queues before arming timer,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74669: kernel: ipvs: clear IPv4 options after rebasing tunnel ICMP errors,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74743: kernel: macvlan: inherit needed_headroom and needed_tailroom from lowerdev,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74744: kernel: ipvlan: inherit needed_headroom and needed_tailroom from phy_dev,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74746: kernel: netfilter: flowtable: publish GC-visible tuple last,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74752: kernel: sctp: validate cookie AUTH state before use,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74753: kernel: perf: Reject exited events as group leaders,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-80522: kernel: crypto: tegra - fix rctx->cryptlen calculation in tegra_gcm_do_one_req(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-80530: kernel: xfs: fix exchange-range reflink flag clearing issue with INO1_WRITTEN,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-80586: kernel: mptcp: options: reset DSS fields in case of unexpected size,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-80590: kernel: inet: frags: strip GSO state from fragments before reassembly,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-80714: kernel: ipvs: do not propagate one-packet flag to synced conns,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-80725: kernel: net: gro: properly validate BIG TCP aggregation criteria,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-80726: kernel: KVM: x86/mmu: WARN and clear role.invalid when creating a child shadow page,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76642: util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78408: util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78409: util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-78410: util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76642: util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78408: util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78409: util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-78410: util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-69720: ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-69720: ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-14456: openssl: OpenSSL: Denial of Service via unbounded memory growth in QUIC server,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-14456: openssl: OpenSSL: Denial of Service via unbounded memory growth in QUIC server,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-13221: perl: Perl: Incorrect regular expression processing via large regular expressions,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-42496: perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-8376: perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-42497: perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-48962: perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-57432: perl: Perl: Information disclosure via integer overflow in pack/unpack operations,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-57433: Storable: Storable: Denial of Service via signed integer overflow in deserialization,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-9538: perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-13221: perl: Perl: Incorrect regular expression processing via large regular expressions,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-42496: perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-8376: perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-42497: perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-48962: perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-57432: perl: Perl: Information disclosure via integer overflow in pack/unpack operations,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-57433: Storable: Storable: Denial of Service via signed integer overflow in deserialization,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-9538: perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-13221: perl: Perl: Incorrect regular expression processing via large regular expressions,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-42496: perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-8376: perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-42497: perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-48962: perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-57432: perl: Perl: Information disclosure via integer overflow in pack/unpack operations,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-57433: Storable: Storable: Denial of Service via signed integer overflow in deserialization,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-9538: perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76642: util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78408: util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78409: util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-78410: util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",A.8.8,DSS05.07
